15,0,5000,100,4,0.029170,0.026930,0.271642,0.327742
15,1,5000,100,4,0.029582,0.026996,0.272142,0.328720
15,2,5000,100,4,0.029746,0.026598,0.272236,0.328580
15,3,5000,100,4,0.029052,0.027281,0.272078,0.328411
15,4,5000,100,4,0.028499,0.027586,0.271977,0.328062
15,5,5000,100,4,0.028674,0.026888,0.272066,0.327628
15,6,5000,100,4,0.028684,0.026822,0.272525,0.328031
15,7,5000,100,4,0.028085,0.027562,0.271356,0.327003
15,8,5000,100,4,0.029114,0.028389,0.271070,0.328573
15,9,5000,100,4,0.028991,0.028444,0.271279,0.328714
15,10,5000,100,4,0.029190,0.028539,0.271385,0.329114
15,11,5000,100,4,0.029575,0.027926,0.271309,0.328810
15,12,5000,100,4,0.029193,0.027531,0.271812,0.328537
15,13,5000,100,4,0.029411,0.027176,0.271680,0.328267
15,14,5000,100,4,0.029012,0.027521,0.271454,0.327987
15,0,5000,100,400,0.043083,0.009066,0.271663,0.323812
15,1,5000,100,400,0.043209,0.008409,0.273018,0.324636
15,2,5000,100,400,0.043156,0.009687,0.272702,0.325545
15,3,5000,100,400,0.043507,0.009081,0.272933,0.325521
15,4,5000,100,400,0.042903,0.008786,0.272652,0.324341
15,5,5000,100,400,0.043343,0.008534,0.272325,0.324203
15,6,5000,100,400,0.043282,0.009352,0.272840,0.325474
15,7,5000,100,400,0.043192,0.009417,0.272714,0.325324
15,8,5000,100,400,0.043695,0.009222,0.272151,0.325067
15,9,5000,100,400,0.043944,0.008891,0.271817,0.324652
15,10,5000,100,400,0.043814,0.009302,0.272642,0.325758
15,11,5000,100,400,0.044117,0.009426,0.272123,0.325666
15,12,5000,100,400,0.043972,0.008819,0.272385,0.325176
15,13,5000,100,400,0.044115,0.009202,0.272778,0.326095
15,14,5000,100,400,0.043568,0.010065,0.272758,0.326390
15,0,5000,100,4000,0.039008,0.063059,0.272260,0.374326
15,1,5000,100,4000,0.041781,0.061588,0.273235,0.376603
15,2,5000,100,4000,0.039177,0.064133,0.272752,0.376063
