nthreads,thread,rep,work,msg_size,post_time,wait_time,comp_time,comm_time
15,0,5000,100,4,0.003366,0.011686,0.272692,0.287744
15,1,5000,100,4,0.003641,0.010579,0.271773,0.285993
15,2,5000,100,4,0.003564,0.011037,0.271781,0.286381
15,3,5000,100,4,0.003597,0.010663,0.271766,0.286026
15,4,5000,100,4,0.003528,0.010211,0.271916,0.285654
15,5,5000,100,4,0.003507,0.010419,0.272745,0.286670
15,6,5000,100,4,0.003550,0.010847,0.271767,0.286164
15,7,5000,100,4,0.003525,0.010262,0.271718,0.285505
15,8,5000,100,4,0.003622,0.010605,0.271704,0.285931
15,9,5000,100,4,0.003597,0.010716,0.271813,0.286126
15,10,5000,100,4,0.003599,0.010697,0.271799,0.286095
15,11,5000,100,4,0.002234,0.009411,0.271597,0.283242
15,12,5000,100,4,0.002221,0.009750,0.271420,0.283391
15,13,5000,100,4,0.002187,0.009697,0.271732,0.283616
15,14,5000,100,4,0.003590,0.010720,0.271914,0.286223
15,0,5000,100,400,0.003342,0.012209,0.273657,0.289207
15,1,5000,100,400,0.003516,0.012020,0.271376,0.286912
15,2,5000,100,400,0.003522,0.011645,0.271633,0.286801
15,3,5000,100,400,0.003552,0.011086,0.271670,0.286308
15,4,5000,100,400,0.003466,0.011328,0.271574,0.286367
15,5,5000,100,400,0.003548,0.010816,0.272342,0.286706
15,6,5000,100,400,0.003550,0.011126,0.271282,0.285958
15,7,5000,100,400,0.003530,0.011178,0.271641,0.286349
15,8,5000,100,400,0.003563,0.011644,0.271015,0.286222
15,9,5000,100,400,0.003530,0.011516,0.271568,0.286614
15,10,5000,100,400,0.003384,0.011642,0.271497,0.286523
15,11,5000,100,400,0.002181,0.010515,0.270836,0.283532
15,12,5000,100,400,0.002201,0.010118,0.271233,0.283552
15,13,5000,100,400,0.002171,0.010639,0.270976,0.283786
15,14,5000,100,400,0.003557,0.011315,0.271395,0.286267
15,0,5000,100,4000,0.003295,0.012639,0.272652,0.288586
15,1,5000,100,4000,0.003505,0.011649,0.271098,0.286252
15,2,5000,100,4000,0.003558,0.012274,0.270879,0.286711
15,3,5000,100,4000,0.003442,0.011268,0.271407,0.286118
15,4,5000,100,4000,0.003435,0.011034,0.271517,0.285986
15,5,5000,100,4000,0.003445,0.011151,0.272207,0.286804
15,6,5000,100,4000,0.003528,0.011585,0.270929,0.286042
15,7,5000,100,4000,0.003506,0.011523,0.271274,0.286304
15,8,5000,100,4000,0.003541,0.011444,0.270727,0.285712
15,9,5000,100,4000,0.003535,0.011291,0.271384,0.286209
15,10,5000,100,4000,0.003552,0.011508,0.271087,0.286147
15,11,5000,100,4000,0.002065,0.010845,0.270512,0.283422
15,12,5000,100,4000,0.002073,0.010343,0.270855,0.283272
15,13,5000,100,4000,0.002107,0.010136,0.270952,0.283195
15,14,5000,100,4000,0.003500,0.011553,0.270928,0.285981
15,0,500,100,40000,0.000347,0.067597,0.027349,0.095294
15,1,500,100,40000,0.000365,0.068981,0.027576,0.096922
15,2,500,100,40000,0.000355,0.068359,0.027352,0.096066
15,3,500,100,40000,0.000353,0.068655,0.027490,0.096499
15,4,500,100,40000,0.000352,0.068782,0.027613,0.096747
15,5,500,100,40000,0.000352,0.068207,0.027494,0.096053
15,6,500,100,40000,0.000360,0.068348,0.027427,0.096135
15,7,500,100,40000,0.000360,0.068111,0.027387,0.095858
15,8,500,100,40000,0.000367,0.067998,0.027210,0.095575
15,9,500,100,40000,0.000361,0.068689,0.027240,0.096289
15,10,500,100,40000,0.000363,0.068972,0.027461,0.096796
15,11,500,100,40000,0.000258,0.069319,0.027345,0.096923
15,12,500,100,40000,0.000268,0.069335,0.027373,0.096975
15,13,500,100,40000,0.000275,0.069897,0.027329,0.097501
15,14,500,100,40000,0.000358,0.069697,0.027291,0.097346
15,0,500,100,400000,0.000342,0.386717,0.027467,0.414527
15,1,500,100,400000,0.000391,0.450520,0.027246,0.478158
15,2,500,100,400000,0.000370,0.534633,0.027090,0.562093
15,3,500,100,400000,0.000386,0.450140,0.027172,0.477697
15,4,500,100,400000,0.000382,0.346363,0.027158,0.373903
15,5,500,100,400000,0.000393,0.530261,0.027173,0.557827
15,6,500,100,400000,0.000391,0.321019,0.027258,0.348669
15,7,500,100,400000,0.000366,0.405898,0.027227,0.433491
15,8,500,100,400000,0.000376,0.522147,0.027066,0.549589
15,9,500,100,400000,0.000380,0.411114,0.027288,0.438782
15,10,500,100,400000,0.000389,0.277518,0.027263,0.305169
15,11,500,100,400000,0.000285,0.535562,0.027116,0.562963
15,12,500,100,400000,0.000254,0.399269,0.027107,0.426630
15,13,500,100,400000,0.000240,0.329459,0.027245,0.356944
15,14,500,100,400000,0.000392,0.486065,0.027089,0.513547
15,0,500,100,4000000,0.000315,2.919972,0.027592,2.947879
15,1,500,100,4000000,0.000347,5.135622,0.054268,5.190237
15,2,500,100,4000000,0.000347,5.082187,0.052717,5.135251
15,3,500,100,4000000,0.000357,5.892253,0.041469,5.934079
15,4,500,100,4000000,0.000339,5.903483,0.045471,5.949293
15,5,500,100,4000000,0.000352,5.108767,0.051850,5.160969
15,6,500,100,4000000,0.000366,5.456167,0.050435,5.506968
15,7,500,100,4000000,0.000359,6.394992,0.035817,6.431169
15,8,500,100,4000000,0.000352,5.912959,0.036578,5.949889
15,9,500,100,4000000,0.000361,6.346700,0.035277,6.382338
15,10,500,100,4000000,0.000353,6.548901,0.032449,6.581703
15,11,500,100,4000000,0.000223,5.257296,0.046361,5.303881
15,12,500,100,4000000,0.000214,4.837906,0.051981,4.890102
15,13,500,100,4000000,0.000229,5.341177,0.047901,5.389307
15,14,500,100,4000000,0.000351,5.767778,0.036197,5.804326
15,0,100,100,40000000,0.000062,5.006600,0.005531,5.012194
15,1,100,100,40000000,0.000079,14.721065,0.011643,14.732787
15,2,100,100,40000000,0.000075,12.165763,0.011784,12.177622
15,3,100,100,40000000,0.000068,14.598469,0.011362,14.609898
15,4,100,100,40000000,0.000074,14.250926,0.012105,14.263105
15,5,100,100,40000000,0.000070,12.556586,0.011763,12.568420
15,6,100,100,40000000,0.000075,12.734921,0.012050,12.747046
15,7,100,100,40000000,0.000075,14.556022,0.011978,14.568075
15,8,100,100,40000000,0.000074,14.986210,0.012050,14.998334
15,9,100,100,40000000,0.000079,14.842645,0.011783,14.854508
15,10,100,100,40000000,0.000076,14.505696,0.011740,14.517512
15,11,100,100,40000000,0.000050,11.417848,0.010015,11.427913
15,12,100,100,40000000,0.000053,14.393839,0.010624,14.404516
15,13,100,100,40000000,0.000050,13.810761,0.011304,13.822115
15,14,100,100,40000000,0.000073,10.494322,0.011616,10.506011
15,0,20,100,400000000,0.000022,22.431867,0.001122,22.433010
15,1,20,100,400000000,0.000019,20.170904,0.001938,20.172860
15,2,20,100,400000000,0.000020,26.809285,0.001935,26.811241
