nthreads,thread,rep,work,msg_size,post_time,wait_time,comp_time,comm_time
31,0,5000,100,4,0.004725,0.251378,0.011484,0.267587
31,1,5000,100,4,0.004857,0.255927,0.012465,0.273249
31,2,5000,100,4,0.004716,0.255518,0.012297,0.272531
31,3,5000,100,4,0.004756,0.255449,0.011530,0.271735
31,4,5000,100,4,0.004803,0.259021,0.010341,0.274165
31,5,5000,100,4,0.004794,0.254537,0.010759,0.270090
31,6,5000,100,4,0.004803,0.258690,0.010169,0.273662
31,7,5000,100,4,0.004842,0.254021,0.010577,0.269440
31,8,5000,100,4,0.004850,0.254447,0.010486,0.269783
31,9,5000,100,4,0.004722,0.254982,0.011524,0.271227
31,10,5000,100,4,0.004787,0.258285,0.010845,0.273917
31,11,5000,100,4,0.004811,0.254114,0.011704,0.270629
31,12,5000,100,4,0.004671,0.249829,0.010568,0.265068
31,13,5000,100,4,0.004772,0.255102,0.010123,0.269996
31,14,5000,100,4,0.004780,0.254698,0.010799,0.270277
31,15,5000,100,4,0.004781,0.253347,0.010945,0.269072
31,16,5000,100,4,0.004617,0.249942,0.009725,0.264284
31,17,5000,100,4,0.004750,0.256578,0.011265,0.272594
31,18,5000,100,4,0.004753,0.252675,0.012554,0.269983
31,19,5000,100,4,0.004849,0.258543,0.010675,0.274067
31,20,5000,100,4,0.004765,0.253780,0.012096,0.270641
31,21,5000,100,4,0.004848,0.256557,0.009858,0.271262
31,22,5000,100,4,0.004594,0.249393,0.010537,0.264525
31,23,5000,100,4,0.004781,0.253287,0.010743,0.268811
31,24,5000,100,4,0.004792,0.255000,0.009871,0.269664
31,25,5000,100,4,0.004601,0.255232,0.010186,0.270020
31,26,5000,100,4,0.004791,0.254253,0.011761,0.270805
31,27,5000,100,4,0.004380,0.259319,0.010048,0.273746
31,28,5000,100,4,0.004231,0.252470,0.011580,0.268281
31,29,5000,100,4,0.004410,0.251477,0.012663,0.268550
31,30,5000,100,4,0.004756,0.255377,0.011300,0.271433
31,0,5000,100,400,0.004655,0.297020,0.010176,0.311851
31,1,5000,100,400,0.004662,0.297855,0.009691,0.312208
31,2,5000,100,400,0.004809,0.296492,0.011799,0.313101
31,3,5000,100,400,0.004710,0.296833,0.011630,0.313174
31,4,5000,100,400,0.004820,0.303459,0.010332,0.318611
31,5,5000,100,400,0.004698,0.296541,0.010739,0.311979
31,6,5000,100,400,0.004792,0.296049,0.011340,0.312181
31,7,5000,100,400,0.004759,0.295409,0.010610,0.310779
31,8,5000,100,400,0.004758,0.293425,0.010789,0.308972
31,9,5000,100,400,0.004777,0.298933,0.011913,0.315623
31,10,5000,100,400,0.004719,0.293132,0.011816,0.309667
31,11,5000,100,400,0.004846,0.297311,0.011686,0.313843
31,12,5000,100,400,0.004656,0.295180,0.011503,0.311339
31,13,5000,100,400,0.004725,0.297899,0.011263,0.313887
31,14,5000,100,400,0.004675,0.293492,0.010261,0.308428
31,15,5000,100,400,0.004732,0.293272,0.011787,0.309791
31,16,5000,100,400,0.004671,0.294265,0.011392,0.310329
31,17,5000,100,400,0.004779,0.292472,0.011449,0.308700
31,18,5000,100,400,0.004723,0.296023,0.010566,0.311312
31,19,5000,100,400,0.004791,0.296606,0.011657,0.313054
31,20,5000,100,400,0.004830,0.295509,0.010478,0.310817
31,21,5000,100,400,0.004720,0.294074,0.011219,0.310014
31,22,5000,100,400,0.004787,0.295827,0.010044,0.310657
31,23,5000,100,400,0.004833,0.296538,0.010524,0.311895
31,24,5000,100,400,0.004790,0.291937,0.011095,0.307822
31,25,5000,100,400,0.004554,0.293459,0.011949,0.309962
31,26,5000,100,400,0.004882,0.293246,0.011827,0.309955
31,27,5000,100,400,0.004402,0.292705,0.010525,0.307633
31,28,5000,100,400,0.004230,0.292631,0.011174,0.308035
31,29,5000,100,400,0.004390,0.294760,0.009858,0.309008
31,30,5000,100,400,0.004779,0.298214,0.011195,0.314189
31,0,5000,100,4000,0.005082,0.384465,0.013058,0.402604
31,1,5000,100,4000,0.004906,0.385155,0.011079,0.401141
31,2,5000,100,4000,0.004908,0.384423,0.012257,0.401588
31,3,5000,100,4000,0.004788,0.385422,0.011316,0.401527
31,4,5000,100,4000,0.004910,0.388614,0.011514,0.405038
31,5,5000,100,4000,0.004717,0.383257,0.012136,0.400110
31,6,5000,100,4000,0.005000,0.384162,0.011386,0.400548
31,7,5000,100,4000,0.004863,0.383590,0.011269,0.399722
31,8,5000,100,4000,0.004926,0.386102,0.009979,0.401008
31,9,5000,100,4000,0.004755,0.387305,0.010926,0.402987
31,10,5000,100,4000,0.004914,0.383853,0.011173,0.399941
31,11,5000,100,4000,0.004984,0.382849,0.012077,0.399910
