nthreads,thread,rep,work,msg_size,post_time,wait_time,comp_time,comm_time
31,0,5000,100,4,0.004455,0.275438,0.010931,0.290824
31,1,5000,100,4,0.004786,0.272381,0.009565,0.286733
31,2,5000,100,4,0.004800,0.275361,0.010787,0.290948
31,3,5000,100,4,0.004829,0.275538,0.010749,0.291116
31,4,5000,100,4,0.004538,0.271954,0.010357,0.286850
31,5,5000,100,4,0.004674,0.273457,0.010083,0.288215
31,6,5000,100,4,0.004770,0.276218,0.010714,0.291702
31,7,5000,100,4,0.004717,0.276791,0.010207,0.291716
31,8,5000,100,4,0.004809,0.274558,0.009763,0.289130
31,9,5000,100,4,0.004835,0.272928,0.009731,0.287494
31,10,5000,100,4,0.004780,0.272052,0.009801,0.286633
31,11,5000,100,4,0.004677,0.272747,0.009963,0.287387
31,12,5000,100,4,0.004677,0.268161,0.010072,0.282910
31,13,5000,100,4,0.004668,0.271032,0.010933,0.286634
31,14,5000,100,4,0.004826,0.274468,0.010732,0.290025
31,15,5000,100,4,0.004760,0.275028,0.011291,0.291078
31,16,5000,100,4,0.004847,0.273832,0.010133,0.288812
31,17,5000,100,4,0.004840,0.274405,0.010419,0.289665
31,18,5000,100,4,0.004896,0.274048,0.010230,0.289175
31,19,5000,100,4,0.004892,0.273177,0.011169,0.289238
31,20,5000,100,4,0.004901,0.278073,0.010212,0.293185
31,21,5000,100,4,0.004812,0.274096,0.010391,0.289299
31,22,5000,100,4,0.004846,0.272137,0.011443,0.288426
31,23,5000,100,4,0.004935,0.272724,0.010501,0.288159
31,24,5000,100,4,0.004911,0.275152,0.010427,0.290489
31,25,5000,100,4,0.004880,0.271021,0.010765,0.286666
31,26,5000,100,4,0.004892,0.275387,0.009979,0.290258
31,27,5000,100,4,0.004484,0.271968,0.010358,0.286809
31,28,5000,100,4,0.004390,0.272158,0.009740,0.286287
31,29,5000,100,4,0.004477,0.272826,0.009822,0.287125
31,30,5000,100,4,0.004784,0.274429,0.010633,0.289846
31,0,5000,100,400,0.004395,0.328644,0.009922,0.342961
31,1,5000,100,400,0.004787,0.324665,0.009909,0.339362
31,2,5000,100,400,0.004777,0.321225,0.010043,0.336045
31,3,5000,100,400,0.004731,0.324505,0.010217,0.339453
31,4,5000,100,400,0.004559,0.323179,0.010046,0.337784
31,5,5000,100,400,0.004781,0.322837,0.009607,0.337225
31,6,5000,100,400,0.004731,0.325924,0.010661,0.341316
31,7,5000,100,400,0.004713,0.324944,0.010450,0.340106
31,8,5000,100,400,0.004704,0.322905,0.010121,0.337730
31,9,5000,100,400,0.004809,0.323730,0.010233,0.338772
31,10,5000,100,400,0.004700,0.324856,0.010277,0.339833
31,11,5000,100,400,0.004812,0.324176,0.010307,0.339295
31,12,5000,100,400,0.004761,0.322141,0.011229,0.338131
31,13,5000,100,400,0.004732,0.321174,0.010461,0.336367
31,14,5000,100,400,0.004699,0.321744,0.011113,0.337556
31,15,5000,100,400,0.004769,0.324772,0.010907,0.340448
31,16,5000,100,400,0.004830,0.320615,0.011580,0.337025
31,17,5000,100,400,0.004766,0.321724,0.010388,0.336878
31,18,5000,100,400,0.004785,0.322550,0.010900,0.338235
31,19,5000,100,400,0.004783,0.320494,0.010334,0.335611
31,20,5000,100,400,0.004889,0.323947,0.010536,0.339372
31,21,5000,100,400,0.004819,0.324318,0.010815,0.339952
31,22,5000,100,400,0.004765,0.321843,0.009998,0.336606
31,23,5000,100,400,0.004813,0.319526,0.010571,0.334910
31,24,5000,100,400,0.004841,0.320797,0.011283,0.336921
31,25,5000,100,400,0.004860,0.322199,0.011103,0.338161
31,26,5000,100,400,0.004810,0.322344,0.010629,0.337782
